City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Vejprnice,CZ,49.7299,13.2763,39.0,94,90,4.61,light rain
700,Gushikawa,JP,26.3544,127.8686,75.2,60,1,11.5,clear sky
701,Burnie,AU,-41.0667,145.9167,68.0,71,4,14.0,clear sky
702,Telfs,AT,47.3,11.0667,37.0,93,100,5.75,overcast clouds
703,Turayf,SA,31.6725,38.6637,48.2,100,75,25.32,broken clouds
704,Wattegama,LK,6.7989,81.4808,75.2,94,40,3.44,scattered clouds
705,Yarada,IN,17.65,83.2667,66.2,72,0,3.44,haze
706,Denpasar,ID,-8.65,115.2167,80.6,89,75,4.61,broken clouds
707,Thinadhoo,MV,0.5333,72.9333,81.64,76,100,15.93,overcast clouds
708,Safranbolu,TR,41.2508,32.6942,40.64,70,39,1.88,scattered clouds
709,Tual,ID,-5.6667,132.75,83.91,78,100,19.04,overcast clouds
710,Say,NE,13.1007,2.3689,77.0,15,37,10.36,dust
711,Cantagalo,BR,-21.9811,-42.3681,70.21,97,100,2.91,light rain
